City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,pacific grove,36.6177,-121.9166,14.93,78,0,3.6,US,1681698791
84,ushuaia,-54.8,-68.3,2.81,75,75,1.54,AR,1681698738
85,pampa,35.5362,-100.9599,17.53,25,0,3.6,US,1681698847
86,anadyr,64.75,177.4833,-10.72,72,0,1.79,RU,1681698847
87,alice springs,-23.7,133.8833,17.75,45,0,7.2,AU,1681698678
88,yulinshi,38.2906,109.7494,23.84,20,100,6.59,CN,1681698847
89,acajutla,13.5928,-89.8275,28.42,70,77,0.19,SV,1681698848
90,kenai,60.5544,-151.2583,6.05,70,100,5.14,US,1681698848
91,sur,22.5667,59.5289,28.15,49,6,1.98,OM,1681698849
92,st. john's,47.5649,-52.7093,-0.68,87,40,2.57,CA,1681698693
93,fort bragg,35.139,-79.006,23.23,72,20,4.63,US,1681698569
94,bodo,67.28,14.405,5.02,90,100,2.06,NO,1681698849
95,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,81,100,8.0,RU,1681698681
96,jinchang,38.4953,102.1739,13.0,29,16,8.8,CN,1681698850
97,thompson,55.7435,-97.8558,0.09,51,40,2.57,CA,1681698850
98,west island,-12.1568,96.8225,27.99,69,40,7.72,CC,1681698850
99,kodiak,57.79,-152.4072,1.73,75,100,6.69,US,1681698851
100,akjoujt,19.6969,-14.4164,27.2,26,0,6.24,MR,1681698851
101,ain arnat,36.1868,5.3135,1.89,80,40,1.03,DZ,1681698851
102,puerto armuelles,8.2833,-82.8667,27.99,80,96,0.98,PA,1681698830
103,bredasdorp,-34.5322,20.0403,13.22,82,6,1.18,ZA,1681698852
104,rio gallegos,-51.6226,-69.2181,1.03,64,20,4.63,AR,1681698804
105,santiago de cao,-7.9589,-79.2392,26.07,83,40,3.6,PE,1681698852
106,saldanha,-33.0117,17.9442,13.03,82,1,5.14,ZA,1681698853
107,fortuna,40.5982,-124.1573,10.92,85,88,2.17,US,1681698853
108,amungan,15.3652,119.9582,30.17,67,38,4.22,PH,1681698853
109,sumberpucung,-8.1586,112.4829,29.23,68,100,0.96,ID,1681698854
110,yarmouth,41.7057,-70.2286,11.09,98,100,2.24,US,1681698854
111,vardenis,40.1827,45.7311,3.93,82,66,1.72,AM,1681698854
112,marsannay-la-cote,47.271,4.989,6.45,87,100,2.57,FR,1681698855
113,colonia,50.9333,6.95,10.54,89,20,1.03,DE,1681698668
114,bilibino,68.0546,166.4372,-6.09,55,56,1.1,RU,1681698855
115,ulladulla,-35.35,150.4667,19.87,59,77,2.29,AU,1681698855
116,wenchang,30.904,118.4887,31.59,39,0,3.85,CN,1681698856
117,fale old settlement,-9.3852,-171.2468,28.58,70,83,2.2,TK,1681698856
118,ntcheu,-14.8203,34.6359,15.36,93,96,2.48,MW,1681698856
119,hilo,19.7297,-155.09,25.85,78,75,6.17,US,1681698857
120,antsiranana,-12.2787,49.2917,24.76,84,18,5.29,MG,1681698857
121,kavieng,-2.5744,150.7967,28.29,75,96,4.17,PG,1681698857
122,tangalle,6.024,80.7911,26.09,66,7,1.01,LK,1681698857
123,trairi,-3.2778,-39.2689,24.35,93,74,2.53,BR,1681698821
124,yerofey pavlovich,53.9667,121.9667,2.95,92,100,2.5,RU,1681698858
125,badger,64.8,-147.5333,0.0,63,100,3.6,US,1681698858
126,nova sintra,14.8667,-24.7167,20.21,84,29,10.49,CV,1681698859
127,mpanda,-6.3655,31.0409,17.74,98,94,0.48,TZ,1681698859
128,nar'yan-mar,67.6713,53.087,-8.04,96,95,1.94,RU,1681698859
129,aasiaat,68.7098,-52.8699,-14.61,100,81,1.36,GL,1681698860
130,ghadamis,30.1337,9.5007,15.23,39,0,5.17,LY,1681698860
131,coquimbo,-29.9533,-71.3436,14.85,77,0,2.57,CL,1681698628
132,midvagur,62.0511,-7.1939,9.46,100,100,4.12,FO,1681698861
133,dudinka,69.4058,86.1778,-19.1,92,80,4.62,RU,1681698861
134,new norfolk,-42.7826,147.0587,19.72,66,96,3.13,AU,1681698861
135,mokhotlong,-29.2894,29.0675,4.54,53,2,0.2,LS,1681698862
136,phagwara,31.2178,75.7694,33.4,15,0,2.38,IN,1681698862
137,bandarbeyla,9.4942,50.8122,26.83,74,55,1.77,SO,1681698862
138,enriquillo,17.9,-71.2333,24.57,84,5,4.14,DO,1681698862
139,bloomsburg,41.0037,-76.4549,20.95,81,63,0.45,US,1681698863
140,ad dilam,23.9915,47.1627,20.23,62,100,1.88,SA,1681698863
141,sisimiut,66.9395,-53.6735,-8.6,85,52,5.83,GL,1681698864
142,vilyuchinsk,52.9306,158.4028,3.15,97,100,13.31,RU,1681698864
143,vila franca do campo,37.7167,-25.4333,16.23,89,82,2.53,PT,1681698864
144,el amria,35.5244,-1.0158,9.9,78,0,1.68,DZ,1681698864
145,nemuro,43.3236,145.575,2.3,74,100,12.56,JP,1681698865
146,karaton,-6.3424,106.1045,29.5,66,48,2.14,ID,1681698865
147,chenzhou,25.8,113.0333,29.48,50,88,4.96,CN,1681698865
148,queenstown,-31.8976,26.8753,10.25,31,6,2.94,ZA,1681698866
149,tabou,4.423,-7.3528,26.84,83,97,2.48,CI,1681698866
150,talnakh,69.4865,88.3972,-19.33,80,36,1.33,RU,1681698867
151,aracati,-4.5617,-37.7697,24.61,92,100,2.13,BR,1681698867
152,gadzhiyevo,69.2551,33.3362,-5.01,95,98,3.37,RU,1681698868
153,fougamou,-1.2154,10.5838,22.39,99,100,0.99,GA,1681698868
154,bubaque,11.2833,-15.8333,25.57,75,5,6.63,GW,1681698868
155,san juan,-31.5375,-68.5364,15.28,58,0,2.33,AR,1681698724
156,constantia,44.1833,28.65,10.39,94,51,8.25,RO,1681698869
157,zyrya,40.3661,50.2917,8.05,60,45,2.99,AZ,1681698869
158,olinda,-8.0089,-34.8553,24.85,83,75,1.54,BR,1681698862
159,tadine,-21.55,167.8833,28.19,80,100,7.96,NC,1681698870
160,langarud,37.197,50.1535,10.03,90,100,2.9,IR,1681698870
161,tugulym,57.0591,64.6425,-4.82,53,21,5.26,RU,1681698871
162,georgetown,5.4112,100.3354,30.96,78,20,2.06,MY,1681698695
163,leava,-14.3,-178.1667,27.53,74,100,1.66,WF,1681698871
164,sao felix do xingu,-6.6447,-51.995,22.23,98,96,0.22,BR,1681698871
165,pen,18.75,73.0833,29.02,39,5,2.13,IN,1681698872
166,kerikeri,-35.2268,173.9474,19.51,74,21,6.26,NZ,1681698873
167,saint-jean-de-monts,46.7833,-2.0667,8.68,82,7,3.78,FR,1681698874
168,maitum,6.0392,124.4986,30.37,68,77,2.38,PH,1681698874
169,pionerskiy,54.9508,20.2275,4.91,91,98,3.19,RU,1681698874
170,masterton,-40.9597,175.6575,21.05,62,93,3.52,NZ,1681698693
171,palangkaraya,-2.2,113.8333,33.38,52,94,0.11,ID,1681698875
172,guatrache,-37.6678,-63.5302,11.43,85,75,3.69,AR,1681698875
173,ouesso,1.6136,16.0517,20.9,99,100,0.82,CG,1681698875
174,fisterra,42.9049,-9.2629,10.97,77,82,2.13,ES,1681698876
175,ambodifotatra,-16.9833,49.85,26.2,77,56,7.06,MG,1681698876
176,belmonte,-15.8631,-38.8828,25.6,80,58,4.1,BR,1681698876
177,howrah,22.5892,88.3103,32.0,70,1,2.06,IN,1681698877
178,labuan,5.2767,115.2417,28.2,78,40,0.0,MY,1681698877
179,tocopilla,-22.092,-70.1979,20.05,76,40,4.71,CL,1681698714
180,laguna,38.421,-121.4238,18.02,61,0,5.14,US,1681698877
181,kapa'a,22.0752,-159.319,26.99,76,20,3.6,US,1681698878
182,hasaki,35.7333,140.8333,17.22,57,81,4.37,JP,1681698878
183,olonkinbyen,70.9221,-8.7187,1.17,95,100,4.0,SJ,1681698878
184,revelstoke,50.9832,-118.2023,5.01,100,100,1.03,CA,1681698879
185,jamestown,42.097,-79.2353,10.85,94,100,7.2,US,1681698746
186,qamdo,31.1667,97.2333,6.53,35,92,2.4,CN,1681698879
187,horta,38.5333,-28.6333,15.57,74,70,3.58,PT,1681698879
188,tofol,5.3248,163.0078,28.88,74,100,6.69,FM,1681698880
189,medina,24.4686,39.6142,23.24,60,32,5.14,SA,1681698880
190,san antonio de pale,-1.4014,5.6325,27.35,77,100,1.09,GQ,1681698880
191,okha,53.5739,142.9478,-0.1,77,100,7.23,RU,1681698881
192,tejen,37.3834,60.5054,11.32,29,96,7.89,TM,1681698881
193,laojunmiao,39.8333,97.7333,10.62,40,100,4.73,CN,1681698882
194,avarua,-21.2078,-159.775,25.03,53,96,2.57,CK,1681698882
195,sokoni,-6.4333,39.55,26.06,81,100,5.38,TZ,1681698882
196,broken hill,-31.95,141.4333,17.58,38,0,3.43,AU,1681698741
197,peace river,56.2501,-117.286,15.17,28,100,4.12,CA,1681698634
198,invercargill,-46.4,168.35,19.09,58,100,1.83,NZ,1681698883
199,acarau,-2.8856,-40.12,25.36,88,100,3.38,BR,1681698883
200,dargecit,37.5454,41.7197,9.16,67,100,1.47,TR,1681698883
201,chonchi,-42.6128,-73.8092,7.56,91,99,0.75,CL,1681698770
202,kourou,5.1552,-52.6478,25.03,92,100,2.84,GF,1681698884
203,tres palos,18.1833,-101.6167,22.81,88,1,1.59,MX,1681698771
204,bezhetsk,57.7851,36.6965,4.55,65,100,1.83,RU,1681698885
205,usinsk,65.9939,57.5281,-2.11,96,100,2.28,RU,1681698885
206,zapolyarnyy,69.4154,30.8136,-0.4,95,100,2.73,RU,1681698885
207,tazovsky,67.4667,78.7,-18.23,96,99,3.84,RU,1681698885
208,chardara,41.2547,67.9692,9.62,38,100,5.73,KZ,1681698886
209,shache,38.4167,77.2406,20.4,17,11,4.11,CN,1681698886
210,codrington,-38.2667,141.9667,19.04,67,69,5.79,AU,1681698886
211,eraan,9.0629,117.7016,31.02,64,99,2.51,PH,1681698886
212,abadan,30.3392,48.3043,16.97,72,0,0.0,IR,1681698887
213,carnarvon,-24.8667,113.6333,26.11,30,100,3.16,AU,1681698887
214,santa marta de tormes,40.9506,-5.6272,7.01,57,0,1.03,ES,1681698887
215,boysun,38.2061,67.1986,13.45,46,100,2.64,UZ,1681698887
216,melo,-32.3667,-54.1833,14.75,79,93,3.84,UY,1681698888
217,nuku'alofa,-21.1333,-175.2,27.19,78,75,8.23,TO,1681698888
218,manokwari,-0.8667,134.0833,29.16,74,94,3.82,ID,1681698888
219,filey,54.21,-0.2892,9.46,88,100,0.89,GB,1681698889
220,saint-vith,50.2815,6.1272,7.57,98,100,2.65,BE,1681698889
221,nyurba,63.2842,118.3319,-7.7,93,100,4.75,RU,1681698889
222,inhambane,-23.865,35.3833,20.33,69,51,1.62,MZ,1681698890
223,atafu village,-8.5421,-172.5159,28.66,71,74,2.57,TK,1681698890
224,luanda,-8.8368,13.2343,24.0,94,75,1.54,AO,1681698795
225,wakiso,0.4044,32.4594,21.75,97,100,0.56,UG,1681698891
226,panjakent,39.4952,67.6093,11.79,55,100,1.73,TJ,1681698891
227,gao,16.6362,1.637,25.98,8,1,4.05,ML,1681698891
228,livingstone,-17.8419,25.8543,15.04,78,1,1.69,ZM,1681698603
229,gobabis,-22.45,18.9667,16.75,67,92,3.41,NA,1681698892
230,pangai,-19.8,-174.35,24.06,100,100,7.2,TO,1681698892
231,ancud,-41.8697,-73.8203,7.62,86,79,1.82,CL,1681698772
232,xilin hot,43.9667,116.0333,10.64,28,83,3.81,CN,1681698893
233,mariinsk,56.2139,87.7472,-1.8,70,100,4.63,RU,1681698893
234,tutoia,-2.7619,-42.2744,25.22,90,100,2.47,BR,1681698893
235,north battleford,52.7834,-108.2847,10.05,50,0,7.2,CA,1681698673
236,lompoc,34.6391,-120.4579,13.34,79,0,6.17,US,1681698762
237,csorna,47.6115,17.2501,8.9,82,81,7.5,HU,1681698894
238,chibougamau,49.9168,-74.3659,10.79,54,0,3.09,CA,1681698894
239,abu dhabi,24.4667,54.3667,25.53,67,0,4.63,AE,1681698783
240,selfoss,63.9331,-20.9971,8.02,95,100,2.56,IS,1681698895
241,arteche,12.2645,125.4048,28.47,78,97,2.22,PH,1681698895
242,biala podlaska,52.0324,23.1165,7.82,95,100,3.15,PL,1681698633
243,bac lieu,9.285,105.7244,30.72,65,77,4.59,VN,1681698896
244,rodniki,57.1051,41.7305,4.34,56,100,2.18,RU,1681698896
245,grand rapids,42.9634,-85.6681,5.97,78,99,4.02,US,1681698882
246,pacocha,-17.5833,-71.3333,20.31,88,67,1.91,PE,1681698897
247,abepura,-2.6333,140.5833,31.45,58,20,3.6,ID,1681698897
248,ebaye,8.7748,167.7392,30.01,70,75,6.17,MH,1681698897
249,akureyri,65.6835,-18.0878,9.96,62,20,1.03,IS,1681698897
250,kansanshi,-12.0951,26.4273,14.02,98,100,2.47,ZM,1681698898
251,walvis bay,-22.9575,14.5053,21.53,49,51,2.06,NA,1681698898
252,darlowo,54.421,16.4107,4.54,87,98,3.63,PL,1681698898
253,sitka,57.0531,-135.33,10.94,40,40,1.54,US,1681698839
254,baotou,40.6522,109.8222,20.03,24,77,3.46,CN,1681698899
255,harper,4.375,-7.7169,26.85,83,99,2.71,LR,1681698899
256,huarmey,-10.0681,-78.1522,25.1,80,97,3.67,PE,1681698899
257,mount isa,-20.7333,139.5,23.87,41,0,5.66,AU,1681698900
258,palmer,42.1584,-72.3287,16.9,81,75,2.06,US,1681698841
259,moranbah,-22.0016,148.0466,23.93,67,100,2.93,AU,1681698900
260,micheweni,-4.9667,39.8333,25.25,87,92,4.02,TZ,1681698900
261,egilsstadir,65.2653,-14.3948,5.75,97,100,2.66,IS,1681698901
262,north bend,43.4065,-124.2243,9.36,71,75,5.14,US,1681698901
263,khulm,36.6974,67.6983,20.3,29,100,4.37,AF,1681698902
264,dabakala,8.3667,-4.4333,25.98,76,94,3.03,CI,1681698902
265,minas de marcona,-15.2119,-75.1103,16.79,84,68,4.7,PE,1681698902
266,saynshand,44.8824,110.1163,12.0,57,95,4.06,MN,1681698902
267,hadibu,12.65,54.0333,27.05,67,5,1.64,YE,1681698903
268,minot air force base,48.4209,-101.3391,7.05,51,0,3.09,US,1681698903
269,subaykhan,34.8544,40.6083,19.22,38,95,0.28,SY,1681698903
270,osterburg,52.7833,11.7667,6.18,94,49,3.16,DE,1681698904
271,puerto colombia,10.9878,-74.9547,27.05,86,92,6.52,CO,1681698904
272,xam nua,20.4197,104.0439,32.62,32,6,3.27,LA,1681698904
273,krosno odrzanskie,52.0549,15.0988,8.76,97,100,3.17,PL,1681698905
274,skovorodino,53.9833,123.9167,5.72,65,100,3.17,RU,1681698905
275,altai,46.3722,96.2583,5.57,23,22,3.62,MN,1681698906
276,peniche,39.3558,-9.3811,15.25,79,2,3.57,PT,1681698906
277,fondettes,47.4035,0.5969,7.14,81,0,2.06,FR,1681698906
278,acapulco de juarez,16.8634,-99.8901,26.9,78,20,1.54,MX,1681698907
279,aykhal,66.0,111.5,-3.17,90,100,4.49,RU,1681698794
280,saladas,-28.2538,-58.6259,17.89,88,43,1.87,AR,1681698907
281,kirakira,-10.4544,161.9205,29.5,66,68,3.3,SB,1681698909
282,vorgashor,67.5833,63.95,-19.95,94,24,2.01,RU,1681698910
283,tarauaca,-8.1614,-70.7656,22.26,99,91,1.11,BR,1681698910
284,tortoli,39.9256,9.6572,12.9,54,0,7.2,IT,1681698911
285,sitangkai,4.6628,119.3928,28.94,68,99,1.62,PH,1681698911
286,at taj,24.2049,23.2857,21.33,11,0,3.59,LY,1681698914
287,puerto deseado,-47.7503,-65.8938,7.88,53,34,9.3,AR,1681698915
288,lusambo,-4.9667,23.45,21.06,100,98,0.46,CD,1681698915
289,glenfield park,-35.1372,147.334,17.97,54,0,0.45,AU,1681698916
290,dakhla,23.6848,-15.958,17.47,90,0,3.41,EH,1681698916
291,bainbridge,47.6262,-122.5212,8.72,77,75,6.17,US,1681698787
292,curillo,1.0333,-75.9191,22.83,98,100,1.44,CO,1681698917
293,afaahiti,-17.75,-149.2833,28.93,74,25,2.86,PF,1681698917
294,nebraska city,40.6767,-95.8592,9.91,34,0,5.66,US,1681698917
295,port lavaca,28.615,-96.6261,18.36,49,0,2.06,US,1681698918
296,kitui,-1.367,38.0106,16.79,98,62,1.66,KE,1681698918
297,tabas,33.5959,56.9244,21.12,24,98,2.06,IR,1681698918
298,broome,42.2506,-75.833,19.26,75,0,5.14,US,1681698919
299,chiang saen,20.2751,100.0869,32.36,25,0,1.56,TH,1681698920
300,mokhsogollokh,61.4681,128.9203,2.09,99,100,2.51,RU,1681698920
301,kardla,58.9978,22.7492,5.03,82,80,2.35,EE,1681698921
302,sampit,-2.5333,112.95,32.76,55,72,0.73,ID,1681698922
303,labrador city,52.9463,-66.9114,-1.05,74,100,2.06,CA,1681698922
304,taroa,8.7058,171.2275,27.64,73,100,8.23,MH,1681698923
305,geraldton,-28.7667,114.6,24.23,43,100,1.54,AU,1681698673
306,ca mau,9.1769,105.15,31.68,62,78,2.67,VN,1681698923
307,an nuhud,12.7,28.4333,24.64,15,81,4.77,SD,1681698924
308,tual,-5.6667,132.75,28.74,74,80,4.91,ID,1681698924
309,crane,31.3974,-102.3501,18.75,28,0,6.07,US,1681698924
310,shanhecun,44.7,127.2,13.87,32,89,1.62,CN,1681698925
311,natal,-5.795,-35.2094,25.36,94,75,2.06,BR,1681698698
312,san patricio,28.017,-97.5169,22.69,52,0,3.59,US,1681698926
313,harlingen,26.1906,-97.6961,22.16,79,0,2.06,US,1681698642
314,illapel,-31.6308,-71.1653,14.64,74,15,0.88,CL,1681698927
315,sao vicente,-23.9631,-46.3919,26.1,26,1,1.34,BR,1681698835
316,aripuana,-9.1667,-60.6333,22.88,98,100,0.6,BR,1681698928
317,pimentel,-6.8367,-79.9342,26.16,83,0,4.63,PE,1681698928
318,college,64.8569,-147.8028,0.05,64,100,3.6,US,1681698929
319,el calafate,-50.3408,-72.2768,3.34,64,40,3.98,AR,1681698929
320,isangel,-19.55,169.2667,28.48,79,100,8.11,VU,1681698929
321,villa gesell,-37.2639,-56.973,11.14,70,86,2.45,AR,1681698930
322,tallkayf,36.4894,43.1192,15.14,66,98,1.29,IQ,1681698930
323,eibau,50.9833,14.6667,8.11,98,100,1.04,DE,1681698931
324,saint-pierre,-21.3393,55.4781,23.82,78,75,3.09,RE,1681698932
325,carlos chagas,-17.7031,-40.7664,20.74,96,98,1.46,BR,1681698933
326,manay,7.215,126.5397,29.35,71,72,2.83,PH,1681698933
327,utrik,11.2278,169.8474,26.62,75,99,9.17,MH,1681698933
328,farafangana,-22.8167,47.8333,22.39,87,87,2.41,MG,1681698934
329,yangambi,0.8102,24.4336,20.03,99,100,0.45,CD,1681698936
330,i-n-salah,27.1935,2.4607,21.81,23,0,5.81,DZ,1681698936
331,cam ranh,11.9214,109.1591,29.98,70,40,2.06,VN,1681698936
332,la ronge,55.1001,-105.2842,6.14,49,20,3.09,CA,1681698937
333,santa maria huatulco,15.8436,-96.3267,27.7,68,29,1.26,MX,1681698937
334,zhalantun,48.0,122.7167,10.49,33,100,4.34,CN,1681698937
335,kirensk,57.7853,108.1119,-2.83,56,100,2.39,RU,1681698792
336,mejit,10.2753,170.8646,26.95,76,99,8.36,MH,1681698938
337,praia,14.9215,-23.5087,24.3,69,0,9.26,CV,1681698938
338,cidade velha,14.9167,-23.6167,24.26,69,0,9.26,CV,1681698939
339,pagar alam,-4.0167,103.2667,28.93,55,69,1.02,ID,1681698939
340,berezovo,63.9381,65.0419,-14.02,66,4,1.13,RU,1681698939
341,whitehorse,60.7161,-135.0538,5.57,55,75,1.03,CA,1681698716
342,sakaiminato,35.55,133.2333,15.96,67,40,3.09,JP,1681698940
343,caleta de carquin,-11.0925,-77.6267,24.19,80,94,4.15,PE,1681698940
344,sinop,41.7711,34.8709,10.54,83,44,4.05,TR,1681698370
345,beyneu,45.3167,55.2,3.63,38,0,2.45,KZ,1681698941
346,merizo village,13.2658,144.6691,32.31,81,97,6.41,GU,1681698942
347,strathmore,51.0501,-113.3852,13.67,37,100,3.09,CA,1681698942
348,tema,5.667,-0.0166,25.23,100,75,2.57,GH,1681698902
349,karratha,-20.7377,116.8463,27.17,23,1,7.7,AU,1681698942
350,palma soriano,20.2172,-75.9989,25.48,90,52,2.01,CU,1681698943
351,gebeit,21.0667,36.3167,20.39,20,80,1.84,SD,1681698943
352,suva,-18.1416,178.4415,29.71,74,75,3.09,FJ,1681698943
353,tazacorte,28.629,-17.9293,19.54,82,100,4.12,ES,1681698944
354,gongzhuling,43.5008,124.8198,14.03,21,100,4.69,CN,1681698944
355,margate,51.3813,1.3862,8.28,88,98,3.37,GB,1681698944
356,kapuskasing,49.4169,-82.4331,2.0,75,75,5.14,CA,1681698939
357,pisco,-13.7,-76.2167,23.03,78,0,5.66,PE,1681698945
358,lamar,33.6668,-95.5836,14.95,55,0,1.54,US,1681698945
359,qaqortoq,60.7167,-46.0333,0.92,64,85,3.15,GL,1681698946
360,priargunsk,50.3691,119.1012,10.06,40,100,2.96,RU,1681698946
361,isla mujeres,21.2311,-86.731,23.03,86,86,7.29,MX,1681698947
362,marsa alam,25.0757,34.8918,23.33,39,0,2.62,EG,1681698652
363,ares,-6.1944,-35.1603,24.05,89,100,3.09,BR,1681698948
364,greenland,43.0362,-70.8328,11.92,93,100,3.6,US,1681698948
365,lloydminster,53.2835,-110.0016,12.12,35,20,6.17,CA,1681698948
366,caqueza,4.4057,-73.9468,18.81,96,100,0.74,CO,1681698949
